341.87,41.995,1,32,69004
342.09,45.979,1,32,69005
342.09,45.982,1,32,69005
342.09,45.979,1,32,69005
342.09,45.982,1,32,69005
342.11,45.98,1,32,69005
342.09,45.98,1,32,69005
342.09,45.978,1,32,69005
342.09,45.968,1,32,69005
342.08,45.969,1,32,69005
342.09,45.968,1,32,69005
342.08,45.969,1,32,69005
342.09,45.969,1,32,69005
342.1,45.973,1,32,69005
342.09,45.966,1,32,69005
342.1,45.97,1,32,69005
342.09,45.966,1,32,69005
342.11,45.955,1,32,69005
342.08,45.956,1,32,69005
342.08,45.944,1,32,69005
342.08,45.944,1,32,69005
328.76,41.325,1,15,69025
328.77,41.314,1,15,69025
328.77,41.313,1,15,69025
328.78,41.306,1,15,69025
328.79,41.307,1,15,69025
328.79,41.307,1,15,69025
328.8,41.307,1,15,69025
328.8,41.306,1,15,69025
328.81,41.309,1,15,69025
328.82,41.315,1,15,69025
114.3,-15.252,1,12,53548
114.31,-15.245,1,12,53548
114.31,-15.227,1,12,53548
114.31,-15.208,1,12,53548
114.31,-15.197,1,12,53548
114.33,-15.183,1,12,53548
114.32,-15.183,1,12,53548
114.27,-15.191,1,12,53548
114.31,-15.171,1,12,53548
114.3,-15.158,1,12,53548
114.29,-15.151,1,12,53548
114.3,-15.135,1,12,53548
131.36,40.596,1,94,21850
131.35,40.61,1,94,21850
131.35,40.613,1,94,21850
131.35,40.617,1,94,21850
165.49,38.942,1,94,21900
165.47,38.987,1,94,21900
165.48,39.042,1,94,21900
165.51,39.042,1,94,21900
165.51,39.068,1,94,21900
154.82,34.437,1,61,29010
154.88,34.449,1,61,29010
154.89,34.445,1,61,29010
154.96,34.464,1,61,29010
162.16,41.7,1,61,29011
162.16,41.697,1,61,29011
162.19,41.702,1,61,29011
162.2,41.708,1,61,29011
162.22,41.711,1,61,29011
158.97,37.251,1,51,29025
159.03,37.231,1,51,29025
159.04,37.228,1,51,29025
159.03,37.215,1,51,29025
159.05,37.212,1,51,29025
159.05,37.21,1,51,29025
343.83,-6.813,2,113,15852
330.95,-7.311,2,33,39009
330.93,-7.307,2,33,39009
330.93,-7.301,2,33,39009
330.92,-7.302,2,33,39009
330.91,-7.293,2,33,39009
330.91,-7.3,2,33,39009
330.9,-7.294,2,33,39009
330.9,-7.296,2,33,39009
330.89,-7.292,2,33,39009
330.89,-7.297,2,33,39009
309.85,13.761,2,2,41952
309.84,13.758,2,2,41952
309.83,13.759,2,2,41952
309.81,13.756,2,2,41952
313.23,10.55,2,2,41953
313.21,10.55,2,2,41953
313.19,10.543,2,2,41953
313.19,10.544,2,2,41953
313.18,10.546,2,2,41953
241.93,-15.14,2,18,59018
241.93,-15.142,2,18,59018
241.93,-15.141,2,18,59018
241.93,-15.134,2,18,59018
163.01,16.612,2,3,59046
332.36,8.02,2,26,3.9001e+06
332.38,8.01,2,26,3.9001e+06
332.4,8.013,2,26,3.9001e+06
332.43,8.006,2,26,3.9001e+06
332.44,8.002,2,26,3.9001e+06
332.44,8.009,2,26,3.9001e+06
315.36,7.389,2,5,3.9001e+06
315.34,7.424,2,5,3.9001e+06
315.35,7.432,2,5,3.9001e+06
315.34,7.452,2,5,3.9001e+06
315.33,7.475,2,5,3.9001e+06
315.33,7.491,2,5,3.9001e+06
308.74,5.796,2,5,3.9001e+06
308.67,5.849,2,5,3.9001e+06
308.61,5.892,2,5,3.9001e+06
308.53,5.946,2,5,3.9001e+06
308.47,5.988,2,5,3.9001e+06
308.35,6.082,2,5,3.9001e+06
308.3,6.13,2,5,3.9001e+06
308.19,6.183,2,5,3.9001e+06
308.17,6.204,2,5,3.9001e+06
308.13,6.239,2,5,3.9001e+06
308.09,6.282,2,5,3.9001e+06
308.1,6.264,2,5,3.9001e+06
308.05,6.327,2,5,3.9001e+06
328.48,42.4,2,15,69024
328.47,42.392,2,15,69024
328.47,42.392,2,15,69024
328.47,42.388,2,15,69024
328.49,42.404,2,15,69024
328.47,42.389,2,15,69024
328.46,42.376,2,15,69024
328.49,42.393,2,15,69024
328.47,42.383,2,15,69024
328.47,42.375,2,15,69024
328.47,42.372,2,15,69024
328.46,42.365,2,15,69024
328.46,42.351,2,15,69024
328.45,42.344,2,15,69024
328.46,42.345,2,15,69024
328.46,42.338,2,15,69024
328.46,42.341,2,15,69024
328.84,41.323,2,15,69025
328.9,41.334,2,15,69025
328.92,41.325,2,15,69025
328.91,41.33,2,15,69025
131.33,40.628,2,94,21850
131.33,40.625,2,94,21850
131.31,40.631,2,94,21850
131.29,40.645,2,94,21850
131.25,40.69,2,94,21850
165.61,39.086,2,94,21900
165.61,39.088,2,94,21900
165.6,39.09,2,94,21900
165.66,39.242,2,94,21900
165.72,39.254,2,94,21900
172.66,40.111,2,65,29003
172.69,40.103,2,65,29003
172.72,40.083,2,65,29003
172.76,40.05,2,65,29003
172.79,40.022,2,65,29003
172.8,40.022,2,65,29003
172.83,39.997,2,65,29003
178.6,31.415,2,65,29004
178.6,31.408,2,65,29004
178.62,31.398,2,65,29004
178.63,31.382,2,65,29004
178.64,31.383,2,65,29004
178.66,31.356,2,65,29004
178.66,31.339,2,65,29004
178.66,31.339,2,65,29004
178.67,31.321,2,65,29004
155.22,34.497,2,61,29010
155.35,34.539,2,61,29010
162.25,41.71,2,61,29011
162.25,41.713,2,61,29011
162.28,41.708,2,61,29011
162.27,41.698,2,61,29011
162.28,41.698,2,61,29011
162.29,41.698,2,61,29011
162.29,41.692,2,61,29011
162.28,41.685,2,61,29011
162.28,41.686,2,61,29011
162.29,41.686,2,61,29011
162.3,41.686,2,61,29011
162.3,41.674,2,61,29011
162.29,41.694,2,61,29011
162.33,41.723,2,61,29011
159.07,37.222,2,51,29025
159.09,37.232,2,51,29025
157.2,36.01,2,51,29027
157.23,36.003,2,51,29027
157.25,36.011,2,51,29027
157.28,35.999,2,51,29027
157.31,35.99,2,51,29027
157.35,35.977,2,51,29027
179.47,38.198,2,51,29028
179.51,38.237,2,51,29028
179.5,38.248,2,51,29028
179.5,38.271,2,51,29028
179.51,38.282,2,51,29028
179.5,38.305,2,51,29028
179.51,38.324,2,51,29028
179.5,38.358,2,51,29028
162.61,44.201,2,51,29029
162.68,44.176,2,51,29029
162.68,44.156,2,51,29029
162.7,44.118,2,51,29029
162.7,44.116,2,51,29029
331.63,5.637,3,115,13857
340.62,-1.552,3,33,39007
340.6,-1.548,3,33,39007
340.59,-1.548,3,33,39007
340.58,-1.541,3,33,39007
340.58,-1.571,3,33,39007
340.58,-1.538,3,33,39007
340.57,-1.53,3,33,39007
239.59,-8.722,3,6,39034
239.57,-8.731,3,6,39034
239.56,-8.743,3,6,39034
239.55,-8.762,3,6,39034
239.55,-8.774,3,6,39034
239.54,-8.78,3,6,39034
239.55,-8.78,3,6,39034
239.54,-8.79,3,6,39034
239.54,-8.795,3,6,39034
316.96,8.582,3,2,39040
316.98,8.581,3,2,39040
316.98,8.595,3,2,39040
317.01,8.608,3,2,39040
317.04,8.612,3,2,39040
317.06,8.619,3,2,39040
241.86,-15.127,3,18,59018
241.85,-15.13,3,18,59018
241.84,-15.137,3,18,59018
241.84,-15.138,3,18,59018
337.4,-1.418,3,26,3.9001e+06
337.4,-1.428,3,26,3.9001e+06
337.39,-1.433,3,26,3.9001e+06
337.38,-1.423,3,26,3.9001e+06
337.35,-1.427,3,26,3.9001e+06
337.35,-1.428,3,26,3.9001e+06
337.33,-1.422,3,26,3.9001e+06
337.33,-1.425,3,26,3.9001e+06
337.29,-1.434,3,26,3.9001e+06
337.3,-1.438,3,26,3.9001e+06
107.97,-14.046,3,45,53553
107.97,-14.04,3,45,53553
107.97,-14.04,3,45,53553
107.97,-14.037,3,45,53553
107.97,-14.038,3,45,53553
107.97,-14.036,3,45,53553
107.96,-14.031,3,45,53553
172.84,39.983,3,65,29003
172.85,39.97,3,65,29003
172.87,39.956,3,65,29003
178.66,31.321,3,65,29004
178.68,31.313,3,65,29004
178.68,31.31,3,65,29004
331.61,5.631,4,115,13857
331.55,5.612,4,115,13857
331.52,5.604,4,115,13857
331.51,5.602,4,115,13857
331.5,5.595,4,115,13857
331.49,5.603,4,115,13857
331.49,5.59,4,115,13857
331.48,5.584,4,115,13857
331.45,5.583,4,115,13857
331.43,5.58,4,115,13857
331.38,5.567,4,115,13857
331.86,4.782,4,115,13859
331.84,4.767,4,115,13859
331.82,4.752,4,115,13859
331.82,4.765,4,115,13859
331.81,4.745,4,115,13859
331.79,4.734,4,115,13859
331.77,4.736,4,115,13859
330.48,-12.929,4,114,31859
330.46,-12.939,4,114,31859
340.54,-1.508,4,33,39007
340.53,-1.486,4,33,39007
340.52,-1.478,4,33,39007
331.79,3.522,4,33,39008
331.79,3.502,4,33,39008
331.77,3.486,4,33,39008
331.76,3.484,4,33,39008
331.76,3.475,4,33,39008
331.75,3.48,4,33,39008
331.75,3.469,4,33,39008
331.73,3.453,4,33,39008
331.7,3.442,4,33,39008
331.68,3.421,4,33,39008
336.76,3.738,4,33,39017
336.76,3.719,4,33,39017
336.76,3.684,4,33,39017
336.75,3.708,4,33,39017
336.75,3.684,4,33,39017
336.76,3.68,4,33,39017
336.75,3.679,4,33,39017
336.75,3.671,4,33,39017
336.74,3.661,4,33,39017
336.75,3.658,4,33,39017
264.44,-9.069,4,7,39032
264.42,-9.069,4,7,39032
264.42,-9.065,4,7,39032
264.42,-9.064,4,7,39032
327.48,2.698,4,2,39037
327.43,2.69,4,2,39037
327.43,2.691,4,2,39037
327.4,2.695,4,2,39037
327.33,2.692,4,2,39037
320.38,6.171,4,2,39043
320.47,6.151,4,2,39043
320.5,6.155,4,2,39043
320.5,6.163,4,2,39043
320.51,6.147,4,2,39043
320.53,6.161,4,2,39043
320.53,6.16,4,2,39043
322.84,4.419,4,2,39044
322.82,4.419,4,2,39044
322.77,4.419,4,2,39044
322.75,4.427,4,2,39044
322.72,4.433,4,2,39044
322.72,4.434,4,2,39044
205.97,14.177,4,8,59022
332.61,5.877,4,28,3.9001e+06
332.59,5.856,4,28,3.9001e+06
332.55,5.842,4,28,3.9001e+06
332.55,5.837,4,28,3.9001e+06
332.54,5.828,4,28,3.9001e+06
332.54,5.821,4,28,3.9001e+06
332.49,5.796,4,28,3.9001e+06
332.47,5.775,4,28,3.9001e+06
332.42,5.746,4,28,3.9001e+06
332.39,5.727,4,28,3.9001e+06
332.39,5.736,4,28,3.9001e+06
332.38,5.725,4,28,3.9001e+06
337.27,-1.429,4,26,3.9001e+06
316.44,0.027,4,28,3.9001e+06
316.44,0.03,4,28,3.9001e+06
316.37,0.036,4,28,3.9001e+06
316.33,0.051,4,28,3.9001e+06
338.91,42.05,4,25,69030
338.9,42.051,4,25,69030
338.91,42.049,4,25,69030
338.91,42.051,4,25,69030
338.92,42.055,4,25,69030
338.92,42.056,4,25,69030
338.92,42.065,4,25,69030
338.92,42.065,4,25,69030
338.92,42.065,4,25,69030
338.93,42.067,4,25,69030
338.91,42.074,4,25,69030
338.91,42.074,4,25,69030
338.95,42.102,4,25,69030
338.94,42.111,4,25,69030
338.96,42.113,4,25,69030
343.87,40.01,4,25,69031
343.87,40.01,4,25,69031
343.88,40.013,4,25,69031
343.89,40.019,4,25,69031
343.89,40.024,4,25,69031
343.89,40.024,4,25,69031
343.9,40.037,4,25,69031
343.9,40.035,4,25,69031
343.9,40.027,4,25,69031
343.9,40.034,4,25,69031
343.9,40.033,4,25,69031
343.91,40.042,4,25,69031
343.92,40.041,4,25,69031
335.42,42.311,4,25,69032
335.42,42.309,4,25,69032
335.42,42.309,4,25,69032
335.42,42.312,4,25,69032
335.42,42.315,4,25,69032
335.42,42.31,4,25,69032
335.42,42.319,4,25,69032
335.42,42.31,4,25,69032
335.42,42.318,4,25,69032
335.42,42.316,4,25,69032
335.42,42.316,4,25,69032
335.42,42.314,4,25,69032
335.42,42.314,4,25,69032
335.42,42.315,4,25,69032
340.25,38.47,4,10,69034
340.26,38.467,4,10,69034
340.26,38.473,4,10,69034
340.26,38.491,4,10,69034
340.26,38.488,4,10,69034
340.26,38.487,4,10,69034
340.26,38.489,4,10,69034
340.26,38.487,4,10,69034
340.26,38.488,4,10,69034
340.26,38.488,4,10,69034
340.26,38.501,4,10,69034
340.26,38.501,4,10,69034
340.29,38.524,4,10,69034
340.28,38.514,4,10,69034
339.91,37.802,4,10,69035
339.91,37.8,4,10,69035
339.91,37.79,4,10,69035
339.9,37.781,4,10,69035
339.9,37.782,4,10,69035
339.9,37.78,4,10,69035
339.9,37.78,4,10,69035
339.9,37.78,4,10,69035
339.92,37.775,4,10,69035
339.89,37.78,4,10,69035
339.89,37.779,4,10,69035
339.89,37.782,4,10,69035
339.89,37.779,4,10,69035
341.3,40.302,4,10,69036
341.28,40.306,4,10,69036
341.29,40.304,4,10,69036
341.29,40.304,4,10,69036
341.3,40.308,4,10,69036
341.3,40.308,4,10,69036
341.3,40.308,4,10,69036
341.32,40.32,4,10,69036
341.31,40.321,4,10,69036
341.31,40.321,4,10,69036
341.31,40.321,4,10,69036
341.31,40.326,4,10,69036
341.31,40.325,4,10,69036
341.33,40.338,4,10,69036
341.33,40.337,4,10,69036
341.36,40.353,4,10,69036
341.36,40.347,4,10,69036
345.05,46.257,4,10,69037
345,46.275,4,10,69037
345.02,46.276,4,10,69037
345.03,46.291,4,10,69037
345.04,46.286,4,10,69037
345.04,46.287,4,10,69037
345.07,46.308,4,10,69037
345.07,46.308,4,10,69037
345.1,46.328,4,10,69037
345.09,46.327,4,10,69037
336.54,41.559,4,10,69039
336.55,41.557,4,10,69039
336.55,41.557,4,10,69039
336.55,41.558,4,10,69039
336.55,41.554,4,10,69039
336.55,41.552,4,10,69039
336.55,41.565,4,10,69039
336.55,41.558,4,10,69039
336.56,41.56,4,10,69039
336.55,41.559,4,10,69039
336.55,41.56,4,10,69039
336.56,41.565,4,10,69039
336.56,41.565,4,10,69039
336.56,41.566,4,10,69039
336.56,41.565,4,10,69039
336.58,41.58,4,10,69039
336.57,41.565,4,10,69039
336.56,41.565,4,10,69039
336.56,41.566,4,10,69039
336.56,41.567,4,10,69039
336.56,41.566,4,10,69039
336.56,41.567,4,10,69039
336.6,41.565,4,10,69039
336.6,41.565,4,10,69039
336.58,41.567,4,10,69039
336.58,41.566,4,10,69039
336.58,41.566,4,10,69039
336.6,41.57,4,10,69039
336.6,41.571,4,10,69039
336.61,41.571,4,10,69039
336.6,41.571,4,10,69039
338.44,43.64,4,10,69040
338.44,43.639,4,10,69040
338.44,43.644,4,10,69040
338.45,43.643,4,10,69040
338.45,43.644,4,10,69040
338.45,43.671,4,10,69040
338.44,43.671,4,10,69040
338.48,43.676,4,10,69040
338.46,43.677,4,10,69040
338.46,43.676,4,10,69040
338.49,43.719,4,10,69040
338.53,43.733,4,10,69040
338.51,43.725,4,10,69040
339.96,40.171,4,10,69041
339.96,40.171,4,10,69041
339.97,40.169,4,10,69041
339.97,40.171,4,10,69041
339.96,40.187,4,10,69041
339.97,40.186,4,10,69041
339.98,40.183,4,10,69041
339.97,40.188,4,10,69041
339.97,40.187,4,10,69041
339.99,40.193,4,10,69041
339.99,40.193,4,10,69041
340,40.199,4,10,69041
118.51,-15.329,4,25,56508
118.52,-15.33,4,25,56508
118.52,-15.327,4,25,56508
118.53,-15.321,4,25,56508
118.54,-15.313,4,25,56508
118.54,-15.313,4,25,56508
118.54,-15.302,4,25,56508
118.55,-15.301,4,25,56508
118.56,-15.296,4,25,56508
144.95,41.425,4,45,2.9005e+06
144.97,41.427,4,45,2.9005e+06
144.97,41.425,4,45,2.9005e+06
144.98,41.43,4,45,2.9005e+06
145,41.438,4,45,2.9005e+06
145.06,41.447,4,45,2.9005e+06
145.06,41.453,4,45,2.9005e+06
145.07,41.454,4,45,2.9005e+06
145.08,41.467,4,45,2.9005e+06
159.74,32.981,4,45,2.9005e+06
159.78,32.962,4,45,2.9005e+06
159.83,32.96,4,45,2.9005e+06
160.12,32.999,4,45,2.9005e+06
160.16,33.024,4,45,2.9005e+06
160.16,33.019,4,45,2.9005e+06
160.25,33.033,4,45,2.9005e+06
160.25,33.066,4,45,2.9005e+06
165.07,40.626,4,34,29030
165.05,40.628,4,34,29030
165.08,40.632,4,34,29030
165.07,40.632,4,34,29030
165.09,40.644,4,34,29030
165.09,40.637,4,34,29030
165.08,40.633,4,34,29030
165.13,40.634,4,34,29030
165.16,40.629,4,34,29030
165.17,40.615,4,34,29030
165.17,40.608,4,34,29030
165.18,40.604,4,34,29030
165.17,40.602,4,34,29030
165.17,40.597,4,34,29030
165.17,40.59,4,34,29030
165.16,40.595,4,34,29030
165.16,40.593,4,34,29030
165.16,40.595,4,34,29030
165.16,40.591,4,34,29030
331.75,4.73,5,115,13859
331.74,4.72,5,115,13859
331.72,4.721,5,115,13859
331.72,4.727,5,115,13859
331.71,4.719,5,115,13859
331.71,4.723,5,115,13859
330.44,-12.971,5,114,31859
330.44,-12.983,5,114,31859
330.42,-13,5,114,31859
330.42,-12.999,5,114,31859
330.42,-13.017,5,114,31859
330.41,-13.018,5,114,31859
330.39,-13.048,5,114,31859
330.38,-13.063,5,114,31859
330.37,-13.078,5,114,31859
330.36,-13.079,5,114,31859
330.34,-13.096,5,114,31859
330.34,-13.1,5,114,31859
264.4,-9.063,5,7,39032
264.4,-9.073,5,7,39032
264.4,-9.06,5,7,39032
264.39,-9.073,5,7,39032
327.29,2.71,5,2,39037
327.27,2.691,5,2,39037
329.95,1.487,5,2,39041
329.88,1.521,5,2,39041
329.85,1.531,5,2,39041
329.86,1.54,5,2,39041
329.82,1.549,5,2,39041
329.8,1.556,5,2,39041
329.81,1.578,5,2,39041
329.8,1.567,5,2,39041
329.78,1.577,5,2,39041
333.66,-1.716,5,2,39046
296.48,35.506,5,12,41951
296.49,35.505,5,12,41951
296.5,35.515,5,12,41951
296.51,35.524,5,12,41951
296.53,35.528,5,12,41951
296.53,35.539,5,12,41951
296.54,35.547,5,12,41951
296.54,35.549,5,12,41951
205.93,14.18,5,8,59022
205.93,14.192,5,8,59022
205.91,14.195,5,8,59022
205.9,14.193,5,8,59022
205.84,14.199,5,8,59022
205.84,14.207,5,8,59022
205.82,14.208,5,8,59022
178.56,1.91,5,4,59051
178.54,1.918,5,4,59051
316.29,0.089,5,28,3.9001e+06
316.22,0.122,5,28,3.9001e+06
316.17,0.139,5,28,3.9001e+06
316.1,0.17,5,28,3.9001e+06
316.12,0.165,5,28,3.9001e+06
316.07,0.186,5,28,3.9001e+06
316.02,0.205,5,28,3.9001e+06
316.02,0.204,5,28,3.9001e+06
327.09,-11.294,5,26,3.9001e+06
107.58,-12.592,5,45,53554
107.59,-12.587,5,45,53554
107.59,-12.594,5,45,53554
107.59,-12.566,5,45,53554
107.58,-12.586,5,45,53554
110.35,-23.162,5,25,56501
110.35,-23.17,5,25,56501
110.35,-23.165,5,25,56501
110.33,-23.147,5,25,56501
110.32,-23.164,5,25,56501
110.31,-23.159,5,25,56501
110.32,-23.161,5,25,56501
110.32,-23.163,5,25,56501
110.31,-23.162,5,25,56501
110.33,-23.16,5,25,56501
110.3,-23.172,5,25,56501
118.57,-15.286,5,25,56508
118.58,-15.285,5,25,56508
147.23,35.887,5,44,2.9004e+06
147.26,35.857,5,44,2.9004e+06
147.27,35.831,5,44,2.9004e+06
147.28,35.747,5,44,2.9004e+06
147.32,35.707,5,44,2.9004e+06
147.33,35.725,5,44,2.9004e+06
147.34,35.68,5,44,2.9004e+06
160.31,33.148,5,45,2.9005e+06
162.45,45.926,5,36,29026
162.47,45.923,5,36,29026
162.44,45.932,5,36,29026
165.16,40.596,5,34,29030
165.15,40.601,5,34,29030
325.14,11.361,6,115,31810
325.14,11.355,6,115,31810
325.08,11.337,6,115,31810
325.07,11.333,6,115,31810
325.07,11.327,6,115,31810
341.43,5.372,6,33,39010
341.45,5.357,6,33,39010
341.44,5.358,6,33,39010
341.47,5.326,6,33,39010
332.62,4.319,6,33,39018
332.62,4.337,6,33,39018
332.62,4.338,6,33,39018
332.63,4.35,6,33,39018
332.62,4.358,6,33,39018
332.62,4.365,6,33,39018
332.63,4.382,6,33,39018
332.63,4.381,6,33,39018
332.62,4.396,6,33,39018
230.85,-12.259,6,6,39035
230.83,-12.275,6,6,39035
230.81,-12.289,6,6,39035
332.69,-4.396,6,2,39038
332.69,-4.39,6,2,39038
332.68,-4.392,6,2,39038
332.68,-4.391,6,2,39038
332.66,-4.389,6,2,39038
332.64,-4.388,6,2,39038
332.63,-4.387,6,2,39038
332.62,-4.388,6,2,39038
336.71,-5.944,6,2,39045
336.69,-5.949,6,2,39045
333.68,-1.7,6,2,39046
333.69,-1.691,6,2,39046
333.69,-1.676,6,2,39046
333.7,-1.671,6,2,39046
333.7,-1.67,6,2,39046
333.72,-1.663,6,2,39046
178.49,1.913,6,4,59051
178.48,1.941,6,4,59051
178.45,1.943,6,4,59051
178.43,1.948,6,4,59051
178.35,1.965,6,4,59051
178.33,1.96,6,4,59051
327.08,-11.29,6,26,3.9001e+06
327.08,-11.291,6,26,3.9001e+06
327.07,-11.295,6,26,3.9001e+06
327.07,-11.297,6,26,3.9001e+06
327.07,-11.296,6,26,3.9001e+06
112.57,-11.256,6,45,53555
112.57,-11.268,6,45,53555
112.58,-11.266,6,45,53555
112.6,-11.266,6,45,53555
112.61,-11.277,6,45,53555
112.61,-11.271,6,45,53555
112.63,-11.261,6,45,53555
167.4,43.825,6,65,29000
167.39,43.819,6,65,29000
167.38,43.824,6,65,29000
167.38,43.813,6,65,29000
167.38,43.803,6,65,29000
167.37,43.799,6,65,29000
167.37,43.795,6,65,29000
167.37,43.793,6,65,29000
167.37,43.786,6,65,29000
167.35,43.787,6,65,29000
190.3,37.12,6,65,29001
190.3,37.11,6,65,29001
190.31,37.133,6,65,29001
190.32,37.137,6,65,29001
190.34,37.149,6,65,29001
190.33,37.153,6,65,29001
190.35,37.154,6,65,29001
190.35,37.158,6,65,29001
168.03,37.846,6,65,29002
168.02,37.842,6,65,29002
147.4,35.585,6,44,2.9004e+06
147.41,35.561,6,44,2.9004e+06
147.4,35.538,6,44,2.9004e+06
147.4,35.527,6,44,2.9004e+06
147.43,35.455,6,44,2.9004e+06
147.44,35.444,6,44,2.9004e+06
147.43,35.447,6,44,2.9004e+06
147.44,35.442,6,44,2.9004e+06
322.49,-4.283,7,114,15819
322.48,-4.272,7,114,15819
322.44,-4.288,7,114,15819
322.42,-4.294,7,114,15819
322.4,-4.293,7,114,15819
322.42,-4.284,7,114,15819
322.42,-4.284,7,114,15819
322.43,-4.272,7,114,15819
341.49,5.283,7,33,39010
341.51,5.264,7,33,39010
341.51,5.243,7,33,39010
341.51,5.243,7,33,39010
341.53,5.226,7,33,39010
341.53,5.227,7,33,39010
341.54,5.208,7,33,39010
339.1,-2.241,7,33,39013
337.09,2.723,7,33,39015
337.07,2.723,7,33,39015
337.07,2.721,7,33,39015
337.06,2.718,7,33,39015
337.06,2.719,7,33,39015
337.04,2.716,7,33,39015
337.04,2.707,7,33,39015
337.03,2.712,7,33,39015
337.01,2.718,7,33,39015
337.04,2.724,7,33,39015
337.01,2.709,7,33,39015
337.01,2.721,7,33,39015
337.01,2.717,7,33,39015
337.01,2.73,7,33,39015
340.14,1.036,7,33,39016
340.14,1.048,7,33,39016
340.09,1.06,7,33,39016
340.1,1.067,7,33,39016
340.05,1.062,7,33,39016
340.06,1.079,7,33,39016
340.02,1.094,7,33,39016
332.64,4.409,7,33,39018
230.81,-12.301,7,6,39035
230.81,-12.303,7,6,39035
230.79,-12.314,7,6,39035
341.15,-10.285,7,2,39039
341.14,-10.288,7,2,39039
341.13,-10.281,7,2,39039
341.14,-10.291,7,2,39039
341.14,-10.291,7,2,39039
341.15,-10.288,7,2,39039
341.15,-10.281,7,2,39039
341.14,-10.287,7,2,39039
341.13,-10.287,7,2,39039
338.79,-8.242,7,2,39042
338.77,-8.244,7,2,39042
338.78,-8.24,7,2,39042
338.78,-8.244,7,2,39042
338.77,-8.241,7,2,39042
338.76,-8.246,7,2,39042
338.75,-8.249,7,2,39042
336.68,-5.946,7,2,39045
336.67,-5.949,7,2,39045
336.66,-5.95,7,2,39045
336.66,-5.954,7,2,39045
214.32,0.04,7,20,59023
214.11,-0.174,7,20,59023
214.08,-0.228,7,20,59023
214.05,-0.255,7,20,59023
214.02,-0.292,7,20,59023
212.49,8.786,7,8,59025
212.51,8.785,7,8,59025
212.5,8.781,7,8,59025
212.52,8.787,7,8,59025
313.81,-0.945,7,20,3.9001e+06
313.8,-0.945,7,20,3.9001e+06
313.81,-0.945,7,20,3.9001e+06
313.81,-0.943,7,20,3.9001e+06
313.82,-0.946,7,20,3.9001e+06
313.82,-0.944,7,20,3.9001e+06
120.41,-14.158,7,45,53546
120.42,-14.141,7,45,53546
120.42,-14.136,7,45,53546
120.43,-14.116,7,45,53546
120.44,-14.116,7,45,53546
190.35,37.163,7,65,29001
190.33,37.179,7,65,29001
168.05,37.835,7,65,29002
168.05,37.833,7,65,29002
168.07,37.826,7,65,29002
168.06,37.822,7,65,29002
168.06,37.813,7,65,29002
168.06,37.815,7,65,29002
168.07,37.823,7,65,29002
322.42,-4.264,8,114,15819
322.38,-4.277,8,114,15819
322.36,-4.285,8,114,15819
322.36,-4.273,8,114,15819
322.36,-4.273,8,114,15819
322.35,-4.259,8,114,15819
343.88,-12.58,8,2,19018
343.88,-12.578,8,2,19018
343.88,-12.568,8,2,19018
343.87,-12.568,8,2,19018
343.87,-12.558,8,2,19018
